credit_score,monthly_income,max_rent,employment_years,prior_evictions,signed_lease
819,16362,5707,9,0,1
559,9078,4228,6,0,0
819,7375,1317,9,0,1
848,7826,1681,5,0,1
827,14754,5487,6,0,1
766,9082,3837,11,0,1
728,14737,1306,0,0,1
769,4302,5677,13,0,0
815,13405,1443,13,0,1
785,15853,3832,4,0,1
790,15198,5763,6,0,0
712,13545,2065,0,0,1
664,5157,4181,1,0,1
504,15214,2761,8,0,1
838,5846,1803,11,0,1
577,12163,4262,2,0,0
561,5449,5218,5,0,0
631,3441,3215,14,0,0
588,4407,2858,6,0,0
736,7337,4580,8,0,0
541,16180,4967,4,0,1
588,10605,4970,3,0,0
795,3743,2813,10,1,0
827,8196,3079,11,0,0
794,16043,5308,14,0,1
603,15115,3546,1,0,1
513,3966,2299,2,0,0
787,16887,2274,14,0,1
678,6457,1986,4,0,0
624,4466,1348,10,1,0
522,2875,2954,14,0,0
562,2762,3369,12,0,0
642,6862,4956,1,0,1
652,9002,2379,12,0,1
644,14080,4509,3,0,1
724,14087,3623,0,0,1
808,12636,5377,3,0,1
603,10333,5787,6,0,0
603,4393,2124,14,0,0
538,16689,2803,13,0,0
697,17487,4252,11,0,1
633,10606,5418,2,0,0
566,14326,3577,9,0,1
678,4152,4680,7,0,0
541,8040,4382,5,0,0
514,14833,4017,5,0,0
610,6392,4360,13,0,0
656,3099,1911,14,0,1
788,7315,3786,0,0,1
730,4412,3848,4,0,1
656,11984,2917,2,0,0
537,11292,5552,14,0,0
596,11072,2070,9,0,1
788,6713,4774,14,0,1
753,6137,1470,0,0,0
695,12855,2743,7,0,0
585,15047,1749,6,0,1
821,11790,5863,6,0,0
509,8099,5214,11,1,0
504,8948,5654,9,0,0
622,16842,2912,13,0,1
829,11057,4440,9,0,1
617,16445,2562,9,0,1
793,13262,2484,3,1,0
658,14111,2086,12,0,1
802,16249,3458,14,0,1
727,16812,5582,10,0,1
715,9882,2985,5,0,1
683,13168,4743,12,0,1
514,11482,1495,8,0,1
656,6069,3253,14,0,0
635,10207,3797,13,0,0
760,3246,1880,2,0,0
656,17202,5498,14,0,0
546,11004,1524,8,0,0
823,7133,3491,3,0,0
831,3420,5622,4,0,1
672,11769,2186,6,0,0
629,16278,4318,5,0,1
594,9508,1960,9,0,1
614,13521,4893,7,0,0
742,4881,2236,7,0,1
791,6118,2106,7,0,0
781,11489,1564,2,1,0
798,6943,4613,14,0,1
782,2772,2269,13,0,1
568,13702,5569,9,0,0
647,15507,3455,5,0,1
510,4273,4886,6,0,0
753,5047,5419,8,0,0
829,5664,4281,9,0,0
537,7280,4458,9,0,0
633,16914,3307,13,0,0
699,15409,4133,11,0,0
522,16827,4029,14,0,1
802,3446,1641,3,0,1
845,17193,2759,4,0,1
801,13357,2941,7,0,1
717,3006,1825,0,0,1
640,16370,5063,11,0,0
603,9219,2890,5,0,1
709,10935,3981,14,0,0
610,11197,1290,3,0,1
603,15209,4206,4,0,1
815,13850,5502,10,0,1
670,8860,2288,4,1,0
823,10157,5811,1,0,0
632,6090,2380,7,0,0
792,12564,3101,14,0,1
827,14485,5690,1,0,1
626,17844,1386,3,0,0
605,3692,2797,11,1,0
591,15117,4608,12,1,0
786,15437,4947,4,0,1
550,3964,3870,13,0,0
528,2890,1439,0,0,0
795,8115,3780,5,0,1
796,15168,5436,1,0,0
713,14069,1338,13,0,1
766,15529,3706,4,0,1
756,8606,5365,14,0,0
801,15607,5680,5,0,1
600,11364,5925,10,0,0
845,5060,3445,7,0,1
609,8367,5500,8,0,0
681,17784,2949,12,0,0
812,3711,1767,14,0,0
500,11621,2081,11,1,0
818,4039,1839,5,1,0
554,11604,5161,4,0,0
648,3143,5620,11,0,0
808,15214,5737,3,0,1
636,11193,3535,1,0,1
701,11421,5521,1,0,1
812,3783,4185,6,0,1
616,10180,1759,4,0,0
653,12810,1913,6,0,1
790,17313,5793,12,0,0
562,9845,5188,10,0,0
743,15244,1456,0,1,0
524,17024,1776,0,0,0
589,6886,1237,4,0,1
574,14528,3272,1,0,0
793,3419,5705,7,0,1
709,14742,1660,13,0,1
846,4839,2640,14,0,0
516,16757,5678,2,0,0
627,11447,3032,0,0,0
750,16446,5864,12,0,1
678,8430,4599,1,0,0
681,7902,1632,9,0,0
651,8163,5351,9,0,0
524,12561,2951,6,0,1
679,15164,3247,5,0,1
697,7775,4040,11,0,0
843,3007,1456,7,0,0
660,3936,1871,6,0,0
676,13267,1689,13,0,0
784,14118,4914,9,0,1
562,11250,3296,12,0,0
649,9854,2882,7,0,0
653,13794,5611,2,0,0
655,17095,3660,5,0,1
548,7016,5729,12,0,0
836,16340,5112,6,0,1
583,6122,3175,14,0,0
676,6899,4416,9,0,1
647,7537,2589,10,0,0
617,14749,5715,0,0,0
841,10611,5056,0,0,0
562,17898,2784,6,0,1
688,6215,4163,12,0,0
548,17377,5729,10,0,0
826,10337,2176,12,0,0
756,3801,4564,2,0,0
723,9870,1245,2,0,1
640,7685,2393,14,0,1
714,4655,4542,4,0,0
710,8911,5712,14,0,1
817,8865,1446,10,0,1
531,16615,4419,5,0,1
657,16341,5525,1,0,0
784,17949,1991,2,0,0
804,3192,1836,5,0,1
785,15042,4975,2,0,1
643,3978,3621,13,0,0
518,8896,2288,4,0,1
517,10948,5383,8,1,0
756,13122,4359,11,0,1
577,2941,1912,2,1,0
674,12573,5896,11,0,0
693,5146,4844,10,0,0
612,7709,5090,12,0,1
613,14512,3786,12,0,0
721,9033,5509,5,0,0
665,7177,3308,10,0,0
818,9711,5993,4,0,1
631,12427,4814,4,0,0
763,14427,2442,10,0,0
554,5145,3259,13,0,1
630,10710,4686,13,0,0
787,11816,5532,5,1,0
765,14677,5010,5,0,0
661,13346,5100,0,0,0
586,10433,3805,10,0,0
554,7976,5942,14,1,0
787,16353,4234,8,0,1
677,10428,5768,4,0,0
848,4580,5407,0,0,1
507,8589,5251,7,1,0
820,9896,4563,6,0,0
812,12239,5221,6,0,1
746,10297,3045,14,0,0
822,3361,1582,13,0,0
754,10846,5312,4,0,0
827,5994,5788,0,0,0
553,3404,5010,8,0,0
748,3769,3096,10,0,1
738,2904,2709,8,0,1
728,11535,5412,7,0,1
566,12474,2778,4,0,0
550,12256,2079,13,0,1
596,3684,3362,2,0,0
591,11438,2772,7,0,0
763,4225,2848,0,0,1
790,13880,5939,2,0,0
595,10962,2559,11,1,0
587,15557,5631,10,0,0
577,8311,4169,6,0,0
787,8106,5160,13,0,0
619,6456,5011,14,0,0
801,2671,5442,3,0,1
664,10965,5417,6,0,0
681,4806,1280,11,0,1
722,11850,3932,10,0,0
810,12398,3909,12,0,1
506,12463,3622,13,0,1
829,2921,4841,4,0,0
762,8040,5799,5,1,0
660,11901,1867,13,0,1
650,17199,3696,6,0,0
584,17213,4699,14,0,0
646,7175,4698,12,0,0
611,11582,2644,9,0,1
535,15509,2545,11,0,1
784,13959,2389,6,0,0
687,15668,1658,6,0,0
581,15909,2412,6,0,1
501,9248,5759,10,1,0
802,8603,2111,12,0,1
696,16857,2225,12,1,0
510,3973,3611,6,0,0
733,5743,1271,2,0,1
694,15170,3885,14,0,1
618,4681,2393,11,0,0
519,12141,3048,2,0,0
760,5596,3584,6,0,0
792,9146,3222,13,0,1
755,13948,4941,1,0,1
721,13848,5948,13,0,0
725,12282,2498,1,1,0
552,8382,5302,2,0,0
841,14931,2104,13,0,1
779,8482,4226,3,0,0
580,14673,3228,5,0,0
701,8298,5911,12,0,0
657,12127,3820,7,0,1
619,10915,3846,9,0,0
558,10911,3489,9,0,1
714,14966,5072,6,0,1
627,12346,2685,3,0,0
723,15220,4351,1,0,0
708,10956,2640,1,0,1
614,11645,1965,14,0,1
708,7024,5679,3,0,1
513,14425,3638,5,0,0
508,9059,5292,2,0,0
539,10120,5983,5,0,0
736,5274,2349,4,0,0
780,17032,4765,4,0,1
700,8173,5342,1,0,0
745,5624,3172,7,0,0
777,11171,3866,4,0,0
734,14206,1663,10,0,1
503,3853,5418,1,0,0
653,14014,3381,6,0,1
528,14570,2842,12,0,1
608,11581,5088,14,0,0
597,6354,2040,8,0,1
714,10634,3854,8,0,0
792,3424,5318,0,0,0
574,4670,1765,6,0,0
825,12594,2164,8,0,1
645,8006,3482,5,1,0
627,16150,2195,0,0,1
840,15565,2387,1,1,0
541,4895,5511,3,0,0
540,10720,4454,13,0,0
533,17810,1856,3,0,0
516,10726,4182,1,0,1
664,14281,2313,7,0,0
652,8015,5606,1,0,0
575,5170,1756,2,0,0
586,5865,4219,13,0,1
616,3088,3504,3,0,1
841,13910,3780,8,0,1
526,5638,1251,9,0,1
812,11595,2561,0,0,1
786,9163,2394,7,0,1
633,6586,5219,11,0,0
718,12861,4338,14,0,1
667,11031,2848,13,0,0
597,6770,1871,4,0,1
767,8519,1977,6,0,1
736,12406,3479,7,0,1
808,15384,4222,14,0,1
672,15238,3060,4,0,0
689,3056,4339,7,0,0
621,15947,2274,9,0,1
545,10522,2916,10,0,1
563,13779,2483,7,0,1
629,7952,5886,8,0,1
809,13958,3186,1,0,1
692,6067,3833,2,0,0
806,12748,2201,0,0,1
680,6399,2246,3,1,0
791,8977,3376,14,0,0
781,10000,3538,14,0,0
528,3516,3055,4,0,0
648,8970,1700,10,0,1
766,4562,3433,0,0,0
795,11530,5774,7,0,1
510,12329,3739,1,0,0
663,6821,5808,0,1,0
612,5996,4914,1,0,0
686,4313,3532,14,0,0
794,14171,1800,12,0,1
731,8756,5484,4,0,1
726,16808,2188,8,0,1
809,12143,3081,8,0,1
597,16836,5683,1,0,0
554,4813,2954,1,0,0
610,12206,3664,2,0,1
651,3731,3423,6,0,1
745,12337,5682,10,0,1
568,8331,2694,2,0,1
811,5499,2052,0,0,0
788,5940,1651,13,0,1
749,6556,3524,13,0,1
535,2805,2958,13,1,0
738,16847,5508,5,0,1
647,14228,4553,2,0,0
726,12415,5336,0,0,0
743,4189,5895,13,0,1
836,12209,4538,12,0,1
700,16179,3788,3,0,1
653,6417,2982,12,0,0
572,9580,4720,0,0,0
700,11111,2979,0,1,0
795,5436,4332,11,0,0
516,6362,4773,1,0,0
628,17006,4418,9,0,1
716,14921,4957,7,0,1
560,16818,5216,1,0,1
603,17800,4037,10,0,1
541,12142,3581,1,0,1
524,13788,5439,14,0,0
538,8149,5136,10,0,0
790,5761,5628,10,0,0
630,11856,2619,9,0,0
728,12561,5350,9,0,1
607,4319,2530,7,0,0
671,13397,4117,11,0,0
601,14207,2646,5,0,0
511,3842,2640,11,0,0
774,8060,4944,10,0,0
600,17951,4044,3,0,1
543,4726,5375,2,0,0
804,3579,2064,0,0,0
516,15966,1671,10,0,0
829,16483,2702,2,0,0
556,6706,5884,11,0,0
810,8780,2610,13,0,1
802,17067,4970,8,0,1
511,17827,3105,4,0,0
817,15255,5859,12,0,0
579,13471,5201,5,1,0
715,13220,4704,4,0,1
838,9735,4683,0,0,0
763,3313,5762,9,0,1
648,16060,1798,0,0,0
580,7589,2191,3,0,0
714,4531,3132,14,1,0
697,11014,3984,2,0,0
699,13661,4241,10,0,0
524,11595,1266,7,0,0
588,12233,4598,11,0,0
767,16787,3950,11,0,1
642,8411,1669,6,0,1
558,14195,2924,14,0,0
525,5153,5185,10,0,0
546,13168,2831,14,0,0
787,5840,1974,6,0,0
765,10376,4212,14,1,0
515,14935,3703,7,0,0
698,3641,2686,13,0,0
781,11541,5219,9,0,1
585,11058,5427,6,0,0
749,5397,2129,9,0,0
769,11781,4212,1,0,0
834,6541,2705,3,0,0
616,4538,5929,14,0,0
506,13552,4144,10,0,1
636,6770,4019,5,0,0
675,12546,2384,2,0,0
827,7183,1488,14,0,1
814,2994,3011,2,0,0
714,9616,1727,14,0,1
581,15925,2116,5,0,1
722,13874,2908,0,0,1
602,4284,4774,13,0,0
772,6010,4519,0,0,0
513,6286,2606,4,0,0
658,7766,2441,0,0,1
651,14822,4333,9,0,0
607,11690,1998,7,0,1
687,7928,2723,1,1,0
800,9181,5307,5,0,0
597,9393,4088,9,0,0
630,15825,3890,9,0,0
792,15161,5291,4,0,1
670,17392,2441,9,1,0
682,12143,1890,11,0,0
538,12443,1727,11,0,1
514,12972,2695,3,0,0
503,15492,5025,0,0,1
848,7158,4093,13,0,0
709,9582,2092,13,0,0
660,13626,1586,2,0,0
515,9369,2449,12,0,0
607,14426,3728,11,1,0
810,10107,5703,3,0,0
726,10169,4728,1,0,0
669,14038,2097,11,0,1
533,12565,1910,1,0,1
750,8719,4895,1,0,0
746,7034,3886,10,0,0
768,14495,5712,0,0,0
640,8479,1615,9,0,0
773,12671,2671,1,0,0
595,11390,5380,5,0,0
726,3812,5462,2,1,0
538,5462,3631,9,0,0
801,16351,3715,4,0,1
528,5438,2295,0,0,0
817,15479,2009,7,0,0
744,12992,4244,12,1,0
735,5697,2192,3,0,0
684,7796,2481,8,0,1
771,9704,5570,3,1,0
735,17245,2973,13,0,1
738,8230,4761,14,0,0
765,16421,5016,14,1,0
839,2626,2956,14,0,0
564,8102,3573,1,0,0
676,3691,3776,2,0,0
502,5139,2091,4,0,0
641,15081,5384,11,0,1
657,14608,1907,9,0,1
823,3866,3597,14,0,0
645,11711,5682,12,0,0
792,8953,3334,12,0,1
652,17497,3554,13,0,0
692,9171,5735,5,1,0
572,9183,2176,6,0,1
804,14771,1934,3,0,1
843,15206,3668,6,0,1
639,7039,3740,14,0,0
686,11376,1832,9,0,1
792,14321,5468,2,0,0
560,5387,5299,6,0,0
697,17071,4101,3,0,1
794,12154,2863,12,0,1
818,6586,3215,12,0,0
801,4761,4381,7,1,0
843,6680,5263,8,0,1
510,5341,3830,6,0,0
561,12459,5072,7,1,0
832,14872,2254,7,0,1
725,8540,1580,1,1,0
652,6060,4282,8,0,0
698,12804,3591,5,0,0
551,16457,2792,10,0,1
759,7258,5461,3,0,0
558,3126,3947,14,0,0
571,14851,3589,4,0,1
647,14106,4753,9,0,0
848,17774,4227,4,0,1
562,7514,2407,6,0,1
809,3875,5053,13,0,0
742,3681,1744,8,0,0
829,8208,4281,6,0,0
606,2990,4863,8,0,0
725,6229,3439,3,0,1
812,8474,3567,9,0,0
717,6034,4973,13,0,0
740,5796,3827,9,1,0
758,4440,5131,3,0,0
761,15100,3674,5,0,1
504,17450,4330,7,0,1
760,7514,4707,13,0,0
553,4382,1296,8,0,0
546,7408,5058,0,0,0
714,5487,3908,0,1,0
676,8085,4536,12,0,1
508,5659,1656,7,0,1
598,16114,5568,10,1,0
519,15467,4187,6,0,1
740,7030,5288,8,0,1
560,3181,5084,10,0,0
677,7754,2231,2,1,0
837,3573,1407,9,1,0
561,16243,3137,11,1,0
644,4887,2346,4,0,0
715,13086,5499,2,0,0
502,5193,3764,14,0,0
659,12062,1642,4,0,1
726,15436,5984,9,1,0
768,6840,2032,0,0,1
619,4656,2661,13,0,1
588,10466,4716,10,0,0
828,5080,2359,3,0,1
567,9757,1586,5,0,1
597,15083,3241,1,0,0
766,4659,3753,12,0,1
604,16400,2918,6,0,1
822,13940,5975,7,0,1
622,17178,5250,0,0,1
528,14423,4609,12,1,0
636,16936,1889,3,0,0
694,14521,2369,10,0,1
725,9272,2152,3,0,1
831,4127,5790,12,0,0
669,14164,4696,4,0,0
508,10719,5117,13,0,0
539,9580,3684,11,0,0
524,4485,3054,11,0,0
760,16348,4639,3,0,1
725,14845,4431,8,0,1
623,12213,3797,6,0,1
537,10988,5183,12,0,0
827,4681,3391,1,0,1
750,14094,3835,0,0,1
675,4796,1856,8,0,0
589,9664,5012,0,0,0
536,5097,4540,5,1,0
815,3401,5111,14,0,1
675,8560,2996,14,0,0
783,11790,5563,1,0,1
580,4177,2962,3,0,0
613,5381,5672,5,0,0
539,15979,4485,4,0,0
800,15558,2785,10,0,1
723,8122,4763,5,0,0
817,10552,3640,2,0,1
848,3878,5784,4,0,1
614,3748,4300,1,0,0
685,14427,4444,6,0,0
822,8150,2240,2,0,0
555,14933,4327,0,0,0
539,8579,3473,13,0,0
539,11956,4829,7,1,0
846,12599,3314,7,0,1
736,9536,2877,2,0,1
788,8987,4294,12,0,1
761,16560,2198,6,0,0
715,3558,3484,8,0,0
646,13441,2789,7,0,1
835,4548,2361,2,1,0
667,8615,3720,14,0,0
591,6748,5055,12,0,0
558,4976,5848,1,0,0
558,14708,1894,12,0,1
803,7103,5612,9,0,0
668,13889,4998,6,0,0
768,15278,4883,6,0,1
544,6053,3171,8,0,0
844,15132,2703,4,0,1
680,16723,4449,3,0,1
669,12453,5418,7,0,1
690,2720,4442,13,0,0
654,16726,3068,3,0,0
687,16730,2871,3,0,1
506,7318,2282,11,0,1
632,9692,2928,13,0,1
734,7123,5051,11,0,0
544,9849,3342,1,0,0
813,8118,2348,12,0,1
748,13580,1453,14,0,1
530,12356,5302,0,0,0
522,9709,4742,3,0,0
659,14678,3975,6,0,1
657,7076,5837,11,0,0
538,13669,4533,8,0,1
581,4371,5384,8,0,1
757,10415,4479,11,0,1
705,17707,5508,9,0,1
576,3962,4081,14,1,0
511,8021,1465,0,0,0
794,11036,3540,4,0,1
723,10736,4348,6,0,1
512,10313,4559,12,0,0
545,4568,2204,6,0,0
654,8253,3294,9,0,1
612,9737,5917,5,0,0
732,16675,4471,10,0,1
516,9516,5722,9,0,0
722,8691,1409,3,0,1
687,4014,2087,2,0,0
843,5098,1353,11,0,1
662,17122,4793,12,0,0
825,3501,1614,8,0,1
573,3533,4624,14,0,0
732,17377,2484,11,0,1
723,12732,4348,12,0,1
818,9399,1968,9,1,1
559,10965,2182,3,0,1
834,7551,4402,7,0,1
721,13339,5874,12,0,0
536,12471,4726,0,0,0
777,6976,3987,6,0,1
695,16140,3410,11,0,1
741,2978,2238,5,0,1
823,16850,5132,12,0,1
718,3015,1741,11,0,1
691,14978,1558,0,0,1
516,3691,2049,14,0,1
511,13360,5722,3,0,0
692,15948,3744,11,0,1
521,8797,5781,14,0,0
619,12103,3031,13,0,1
709,13972,2672,4,0,1
805,2771,2636,10,0,1
769,10834,1529,7,0,1
691,10278,5554,14,0,0
674,8508,5438,3,0,1
784,10487,5208,2,0,1
703,15880,5922,1,0,0
663,17082,2588,3,0,1
750,5832,5385,10,0,0
726,3287,1919,9,0,0
506,8722,4435,13,0,0
528,12373,5776,12,1,0
532,3122,3331,3,0,0
633,6341,2300,12,1,0
578,6176,1872,9,0,1
557,5072,1716,4,0,0
525,9415,3732,12,0,0
725,7533,4870,6,0,1
784,10288,1981,8,0,1
503,13952,4723,1,0,0
598,7714,4758,4,0,0
538,7212,3586,10,0,0
770,15819,5982,9,0,0
784,2566,2789,8,0,0
656,14978,2701,11,0,0
574,10033,4994,13,0,0
787,17603,5518,12,0,1
629,7116,4280,2,0,0
674,15777,2276,0,0,0
583,3640,2300,1,0,0
521,13006,1702,13,0,0
526,8230,2539,5,0,1
694,13224,5085,4,0,1
836,14272,1823,0,0,1
735,9965,3086,0,1,0
591,11879,4550,10,0,1
520,6971,2250,3,0,0
802,15440,4972,11,0,1
583,5839,5116,14,0,0
761,3048,5218,3,0,1
646,15885,2529,14,0,1
756,10175,5314,5,0,0
557,14779,4567,5,1,0
514,10764,5151,9,1,0
661,17143,3697,13,0,1
662,2698,2773,5,0,0
819,13893,3834,0,0,1
780,12473,3968,9,0,1
779,3071,2411,8,0,0
511,3290,1975,10,0,0
773,12330,2360,6,0,1
770,12523,3583,6,0,1
707,12547,3854,10,0,1
526,16298,4740,6,0,1
571,3674,5897,1,0,0
559,14432,5835,1,0,0
644,13969,2295,5,0,1
592,2678,1223,6,0,0
808,4744,5919,2,0,1
507,6586,4756,12,0,1
578,3234,2279,3,0,0
526,8732,5518,13,0,0
673,3298,1378,11,0,0
549,10101,4047,2,1,0
698,11479,3160,6,0,1
848,5295,2673,6,0,1
680,14996,2412,3,0,1
523,7088,2009,12,0,1
815,9797,1619,6,0,1
545,17500,4859,4,0,0
514,5584,5016,0,0,0
652,16445,2478,9,0,1
721,13610,3723,3,0,1
705,3231,2640,6,0,1
772,3629,2540,12,0,0
735,14138,3421,14,0,1
839,4105,3592,1,0,1
727,14470,2561,1,0,0
508,13437,1791,0,0,0
665,13862,1726,1,0,0
818,15381,3703,9,0,1
713,5433,2492,13,0,1
616,17687,2854,7,0,0
843,11907,1387,10,0,1
571,11016,3958,7,0,0
563,7574,1728,7,0,0
704,16537,1633,14,0,1
708,12542,4712,0,0,1
571,9599,3004,0,0,0
776,3990,1502,11,0,0
773,3393,5382,9,0,1
819,3890,1637,3,0,1
837,5889,3788,5,0,0
594,6739,2032,7,0,0
665,6979,1996,12,0,1
531,4763,1759,1,1,0
510,5932,4788,12,0,0
800,4871,1961,2,0,1
716,13778,4774,5,0,1
788,6812,4985,9,0,0
601,4015,3714,3,0,1
766,17786,1884,11,0,1
713,8826,5433,1,0,1
678,17105,1777,6,1,0
587,9588,1427,3,0,1
540,8086,3528,7,0,0
575,5417,3931,7,0,0
545,8231,2027,6,0,0
659,10186,1630,9,0,0
579,17302,2263,8,1,0
809,13044,2909,3,0,1
585,3667,2434,6,0,0
591,10802,1501,9,1,0
647,7609,2620,9,0,0
660,6827,5828,14,0,0
701,8310,1968,11,0,1
741,6155,2604,0,0,1
501,6293,1643,3,0,1
724,12447,4304,1,0,0
788,9238,5555,8,0,0
732,4077,4505,4,0,1
576,11988,2738,2,0,1
615,14466,5130,3,0,1
653,4720,2531,5,1,0
602,11664,1269,9,0,1
693,3530,4635,0,0,0
665,13285,1680,6,0,1
589,9191,5294,7,0,0
673,6492,4696,6,0,0
621,15305,3993,6,0,1
642,3413,4092,8,0,0
605,8858,2398,12,0,1
804,4681,3572,3,0,0
816,17120,3092,13,0,1
622,5697,3083,6,0,0
508,8540,1997,8,0,0
761,3962,1217,14,0,1
572,16660,1243,4,0,1
722,17521,1354,1,0,1
540,13070,4648,14,0,0
703,14146,5280,4,1,0
763,17974,2625,3,0,1
827,9537,5520,7,0,1
677,14245,5512,14,0,0
847,11999,4839,4,0,1
817,7494,5326,8,0,1
583,15886,3092,8,0,1
817,11881,2097,2,0,1
610,7808,4624,12,0,1
750,8721,5740,9,0,0
506,9590,2458,14,0,0
583,10269,3215,5,0,0
707,3187,2902,5,0,1
813,16856,2073,3,0,0
521,7161,1765,10,0,0
502,11899,3218,12,0,0
626,4394,3085,9,0,1
796,9889,3323,2,0,1
687,7422,5842,0,0,1
513,16139,3514,11,0,0
511,8822,5612,6,0,0
586,12503,5083,14,0,0
511,5683,4392,14,0,0
524,6297,3059,4,0,0
800,7678,1224,13,0,1
742,16138,4703,9,0,0
621,17740,5455,14,0,1
646,12336,2337,6,0,0
554,6468,2389,0,0,0
737,5216,5998,7,0,0
672,2690,5296,2,0,0
720,16011,4357,6,0,1
618,3835,3567,11,0,1
808,10681,5677,2,0,0
682,15495,2941,13,0,1
787,13798,4888,2,0,1
806,2878,4946,9,0,0
799,15174,2097,8,0,1
581,6329,5223,12,0,0
710,8880,1916,1,0,1
649,3115,5167,13,0,0
536,16330,5221,3,0,1
811,4830,4415,5,0,1
558,16836,1590,13,0,0
630,4254,5084,2,1,0
701,2963,2899,11,0,0
742,11658,4237,9,0,0
534,6767,1432,13,0,1
592,5658,3126,9,0,0
706,6124,4331,6,0,0
831,15934,4506,6,0,1
804,7438,3924,14,0,1
849,7917,1433,4,0,0
712,8504,2591,2,0,1
658,11381,4092,1,0,0
523,13314,2455,14,0,1
792,8103,3738,14,1,0
503,4712,4890,3,1,0
719,8620,2089,13,0,0
519,8318,5887,14,0,1
651,2882,1945,12,0,0
549,4756,2919,3,1,0
676,14502,1627,10,0,0
595,14195,1931,7,0,1
604,3912,1999,7,0,0
749,12275,5497,12,0,1
616,17059,2035,4,0,0
727,8646,1334,12,0,1
565,2871,3738,5,0,0
834,8306,4918,7,0,1
761,8065,1240,14,0,0
794,11302,4567,0,0,0
742,10807,3615,4,0,0
685,9937,3240,3,0,0
745,2946,5539,3,0,1
624,3891,4149,10,1,0
767,14016,5461,1,0,0
630,3840,4666,9,0,0
736,15202,4288,0,0,1
517,17954,2315,13,0,0
539,16596,5778,14,0,0
520,5439,3790,5,0,0
724,15835,4773,6,0,0
781,14391,4178,4,0,1
507,17498,3647,14,0,0
599,8469,2430,7,0,1
739,11765,3866,8,0,1
586,7313,5458,10,1,0
797,6069,3794,10,0,1
513,7954,4630,1,0,1
833,5650,4117,10,0,1
501,12297,4152,12,0,1
792,17886,3195,3,0,1
824,8914,5091,10,1,0
540,7157,1506,8,0,1
817,9447,2562,4,0,0
815,12986,3302,2,0,1
610,10443,4230,5,0,1
513,6162,1532,14,0,0
730,6982,3952,2,1,0
583,7297,1442,13,0,0
629,17394,3084,4,0,0
730,7568,2632,2,0,1
825,7980,3750,5,1,0
644,10533,1502,11,0,0
844,3483,5530,9,0,0
527,8107,4309,4,0,0
565,11043,3386,13,0,1
662,12416,5490,8,0,0
728,12643,2750,2,0,0
760,11971,2992,5,0,1
663,4407,1846,7,0,0
800,15540,5856,6,0,0
802,9424,1912,5,0,0
786,11716,5708,13,0,1
509,11237,1737,14,0,1
694,16257,1434,1,0,1
617,6674,3596,14,0,0
769,16047,2704,6,0,1
579,13073,2574,7,1,0
592,11580,5711,0,0,1
765,9765,3109,14,0,1
831,11797,2115,8,0,1
849,13241,5158,3,0,1
756,4490,1280,7,0,1
632,8096,3283,14,0,0
775,6498,3888,9,0,1
763,6275,2890,6,0,0
670,13504,1956,13,0,1
500,11612,3870,12,0,1
812,7145,4951,9,0,1
563,4561,4752,6,1,0
783,6987,1667,1,0,1
620,17145,2694,0,0,1
606,17221,2219,3,0,1
674,16168,2101,11,1,0
703,15761,1872,1,0,1
664,14331,1638,7,0,1
804,13857,5422,9,0,0
619,17952,3276,6,0,0
543,6935,1644,7,0,1
811,5144,2165,10,0,0
655,15544,4990,5,0,1
706,3545,1663,0,0,1
607,17126,3398,13,0,1
750,14248,3487,12,0,1
833,10451,4965,12,0,0
629,8949,4376,11,0,0
792,5181,5208,8,0,0
519,5699,4704,5,0,1
781,9268,2112,11,0,1
784,11630,1696,12,0,1
500,9940,2663,9,0,1
618,15635,5453,0,0,0
534,11133,5467,0,0,0
697,5050,1693,7,0,0
744,6725,2626,5,0,1
558,17991,2892,7,0,0
824,3096,2993,7,0,0
660,8554,3923,14,0,1
678,4005,1858,10,0,1
705,11553,5961,13,0,1
511,13332,5662,7,0,0
775,15786,1749,9,0,0
680,8968,1842,14,0,0
741,9736,5550,6,0,1
715,14423,1407,6,0,1
750,17283,3697,9,1,0
798,4051,5390,3,0,1
625,17654,3083,8,0,1
716,16428,4086,11,0,1
805,13928,1677,1,1,0
784,16299,1961,10,0,1
684,12428,1389,8,0,1
538,9352,1955,9,0,1
722,3949,2646,2,0,1
683,8453,2863,13,0,0
677,10956,3035,12,0,1
793,10542,5428,14,0,1
839,5159,5350,1,0,1
650,10009,5260,12,0,0
625,17667,5805,3,0,1
800,10393,5965,4,0,1
807,9945,4812,1,1,0
835,5221,2889,12,0,1
733,12154,2516,14,1,0
507,14944,4386,0,0,1
840,12137,5220,9,0,0
628,12990,5554,10,0,1
763,5425,2345,4,0,0
656,12324,5594,8,0,0
504,17365,1760,14,0,1
585,13066,3112,11,0,0
674,9604,3064,11,0,0
789,15682,1496,14,1,0
692,8740,3609,4,1,0
810,3012,3836,11,1,0
618,2715,2661,10,1,0
717,9799,5492,9,0,1
613,14023,3468,8,1,0
644,12864,2194,13,0,1
525,5653,1207,12,0,1
635,9950,3791,11,0,0
802,4206,3715,9,0,1
731,12798,5615,5,0,0
575,4067,2617,2,0,0
827,12900,3516,3,0,1
844,13023,5132,3,0,1
801,12845,2487,0,1,0
788,3628,4044,2,0,0
500,6010,2318,2,0,1
646,15015,1752,12,0,1
786,10367,1860,13,0,1
641,14345,1915,0,0,1
552,4865,4785,12,0,1
803,8083,4961,8,1,0
